Id;OznKoord;NazKlase;Bio_1;Bio_2;Bio_3;Bio_4;Bio_5;Bio_6;Bio_7;Bio_8;Bio_9;Bio_10;Bio_11;Bio_12;Bio_13;Bio_14;Bio_15;Bio_16;Bio_17;Bio_18;Bio_19;EKSPOZICIJ;NDM__M_;NAGIB_TERE
7310;XY.114686;Carpinus betulus L.;11,2;9,1;32;68,61;26,7;-1,7;28,4;7,3;6,5;19,9;2,3;1223;141;82;21;405;252;270;299;85;263;1
7311;XY.109011;Ambrosia artemisiifolia L.;10,6;9,9;31;74,17;26,9;-4,4;31,3;18,3;2,1;19,9;0,6;919;101;52;19;270;162;270;189;58;95;0
7312;XY.109012;Ambrosia artemisiifolia L.;10,6;9,9;31;74,24;26,9;-4,4;31,3;18,3;2,1;19,9;0,6;922;101;53;19;270;164;270;190;58;95;0
7313;XY.109018;Ambrosia artemisiifolia L.;10,7;9,9;31;74,23;26,9;-4,3;31,2;18,4;2,1;19,9;0,6;925;101;53;19;270;165;270;192;348;121;0
7314;XY.109020;Ambrosia artemisiifolia L.;10,5;9,9;31;74,18;26,7;-4,5;31,2;18,2;2;19,7;0,4;932;102;53;19;273;166;273;192;348;121;0
7315;XY.109021;Ambrosia artemisiifolia L.;10,5;9,9;31;74,18;26,7;-4,5;31,2;18,2;2;19,7;0,4;932;102;53;19;273;166;273;192;258;97;0
7316;XY.109022;Ambrosia artemisiifolia L.;10,7;10;32;74,07;26,9;-4,3;31,2;18,3;2,1;19,9;0,6;923;101;53;19;270;164;270;191;34;102;0
7317;XY.109028;Ambrosia artemisiifolia L.;10,6;9,9;31;73,78;26,8;-4,3;31,1;18,2;2,2;19,8;0,6;929;101;54;19;270;166;270;194;6;118;0
7318;XY.109126;Fagus sylvatica L.;10,1;9,6;31;74,2;26,1;-4,4;30,5;19,3;1,7;19,3;0,2;893;101;44;26;296;141;296;154;41;463;5
7320;XY.109931;Ambrosia artemisiifolia L.;10,9;9,4;31;72,66;27,1;-2,9;30;11,4;2,7;20,1;1,4;1055;109;61;18;313;194;286;221;152;184;1
7322;XY.112725;Fagus sylvatica L.;8,4;7;28;63,26;22,1;-2,9;25;9,3;1;16,6;0,4;1305;143;86;16;404;262;317;288;250;938;1
7323;XY.112726;Fagus sylvatica L.;8,4;7;28;63,26;22,1;-2,9;25;9,3;1;16,6;0,4;1305;143;86;16;404;262;317;288;348;978;3
7324;XY.112729;Fagus sylvatica L.;8,4;7;28;63,26;22,1;-2,9;25;9,3;1;16,6;0,4;1305;143;86;16;404;262;317;288;348;978;3
7325;XY.112732;Fagus sylvatica L.;8,6;7;27;63,62;22,4;-2,7;25,1;9,4;1,2;16,8;0,6;1309;144;86;16;405;264;317;290;348;978;3
7326;XY.112740;Fagus sylvatica L.;8,4;7;28;63,26;22,1;-2,9;25;9,3;1;16,6;0,4;1305;143;86;16;404;262;317;288;348;978;3
7327;XY.112742;Fagus sylvatica L.;8,4;7;28;63,26;22,1;-2,9;25;9,3;1;16,6;0,4;1305;143;86;16;404;262;317;288;348;978;3
7328;XY.112746;Fagus sylvatica L.;8;7;28;63,16;21,7;-3,2;24,9;8,9;0,7;16,2;0,1;1302;143;85;16;402;260;319;284;242;980;6
7329;XY.112749;Fagus sylvatica L.;8,4;7;28;63,26;22,1;-2,9;25;9,3;1;16,6;0,4;1305;143;86;16;404;262;317;288;250;938;1
7330;XY.112781;Fagus sylvatica L.;10,6;9;31;70,21;26,3;-2,6;28,9;6,4;2,6;19,5;1,4;1207;133;78;18;380;241;292;278;263;403;5
7331;XY.112783;Fagus sylvatica L.;10,6;9;31;70,21;26,3;-2,6;28,9;6,4;2,6;19,5;1,4;1207;133;78;18;380;241;292;278;263;403;5
7332;XY.112784;Fagus sylvatica L.;10,6;9;31;70,21;26,3;-2,6;28,9;6,4;2,6;19,5;1,4;1207;133;78;18;380;241;292;278;266;424;4
7333;XY.112788;Fagus sylvatica L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
7334;XY.112791;Fagus sylvatica L.;11,1;9,2;31;70,4;26,9;-2,2;29,1;6,9;3;20;1,9;1190;132;76;19;377;237;286;275;264;222;6
7335;XY.112793;Fagus sylvatica L.;11,1;9,2;31;70,4;26,9;-2,2;29,1;6,9;3;20;1,9;1190;132;76;19;377;237;286;275;316;214;0
7336;XY.112806;Fagus sylvatica L.;10;8,9;30;70,18;25,7;-3,1;28,8;5,9;1,9;18,9;0,9;1225;134;79;18;383;243;300;280;266;424;4
7337;XY.112815;Fagus sylvatica L.;9,9;8,9;30;70,15;25,6;-3,2;28,8;5,8;1,8;18,8;0,8;1231;135;80;18;385;246;300;283;240;403;3
7338;XY.112821;Fagus sylvatica L.;9,9;8,9;30;70,15;25,6;-3,2;28,8;5,8;1,8;18,8;0,8;1231;135;80;18;385;246;300;283;240;403;3
7339;XY.112834;Fagus sylvatica L.;6;8,6;30;70,74;21,3;-7,3;28,6;14,9;-2,1;14,9;-3,3;1098;128;58;24;361;184;361;201;228;964;2
7340;XY.112835;Fagus sylvatica L.;6;8,6;30;70,74;21,3;-7,3;28,6;14,9;-2,1;14,9;-3,3;1098;128;58;24;361;184;361;201;228;964;2
7341;XY.112836;Fagus sylvatica L.;6,8;8,8;30;71,53;22,3;-6,8;29,1;15,8;-1,3;15,8;-2,6;1061;123;55;24;349;175;349;192;228;964;2
7342;XY.112846;Fagus sylvatica L.;6;8,6;30;70,74;21,3;-7,3;28,6;14,9;-2,1;14,9;-3,3;1098;128;58;24;361;184;361;201;228;964;2
7343;XY.112849;Fagus sylvatica L.;6,8;8,8;30;71,53;22,3;-6,8;29,1;15,8;-1,3;15,8;-2,6;1061;123;55;24;349;175;349;192;228;964;2
7344;XY.112850;Fagus sylvatica L.;6;8,6;30;70,74;21,3;-7,3;28,6;14,9;-2,1;14,9;-3,3;1098;128;58;24;361;184;361;201;228;964;2
7345;XY.112857;Fagus sylvatica L.;6;8,6;30;70,74;21,3;-7,3;28,6;14,9;-2,1;14,9;-3,3;1098;128;58;24;361;184;361;201;228;964;2
7346;XY.112864;Fagus sylvatica L.;5,7;8,5;29;70,38;20,9;-7,5;28,4;14,5;-2,4;14,5;-3,6;1108;129;59;24;364;187;364;204;228;964;2
7347;XY.112865;Fagus sylvatica L.;5,7;8,5;29;70,38;20,9;-7,5;28,4;14,5;-2,4;14,5;-3,6;1108;129;59;24;364;187;364;204;228;964;2
7348;XY.112866;Fagus sylvatica L.;5,7;8,5;29;70,38;20,9;-7,5;28,4;14,5;-2,4;14,5;-3,6;1108;129;59;24;364;187;364;204;228;964;2
7354;XY.112913;Fagus sylvatica L.;10;9,5;31;74,27;26;-4,5;30,5;19,2;1,6;19,2;0,1;922;104;45;25;302;146;302;161;113;235;1
7355;XY.112914;Fagus sylvatica L.;10;9,5;31;74,27;26;-4,5;30,5;19,2;1,6;19,2;0,1;922;104;45;25;302;146;302;161;113;235;1
7356;XY.112918;Fagus sylvatica L.;10;9,5;31;74,27;26;-4,5;30,5;19,2;1,6;19,2;0,1;922;104;45;25;302;146;302;161;113;235;1
7357;XY.112921;Fagus sylvatica L.;10;9,5;31;74,27;26;-4,5;30,5;19,2;1,6;19,2;0,1;922;104;45;25;302;146;302;161;113;235;1
7358;XY.112923;Fagus sylvatica L.;10;9,5;31;74,27;26;-4,5;30,5;19,2;1,6;19,2;0,1;922;104;45;25;302;146;302;161;113;235;1
7359;XY.113854;Fagus sylvatica L.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7360;XY.113856;Fagus sylvatica L.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7361;XY.113858;Fagus sylvatica L.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7362;XY.113859;Fagus sylvatica L.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7363;XY.113861;Fagus sylvatica L.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7364;XY.113862;Fagus sylvatica L.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7365;XY.113874;Fagus sylvatica L.;10,5;9,5;31;74,64;26,6;-3,9;30,5;19,9;2,1;19,9;0,6;926;103;46;23;293;151;293;168;54;173;0
7370;XY.113927;Fagus sylvatica L.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7371;XY.113932;Fagus sylvatica L.;9,7;9,3;30;74,38;25,8;-4,5;30,3;19;1,3;19;-0,1;962;107;49;23;304;159;304;177;7;396;4
7372;XY.113966;Fagus sylvatica L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;16;396;6
7374;XY.113988;Fagus sylvatica L.;9,3;9,2;30;73,95;25,2;-4,8;30;18,5;0,9;18,5;-0,5;986;110;51;22;311;164;311;182;16;396;6
7375;XY.113990;Fagus sylvatica L.;9,3;9,2;30;73,95;25,2;-4,8;30;18,5;0,9;18,5;-0,5;986;110;51;22;311;164;311;182;30;588;6
7376;XY.113992;Fagus sylvatica L.;9,3;9,2;30;73,95;25,2;-4,8;30;18,5;0,9;18,5;-0,5;986;110;51;22;311;164;311;182;30;588;6
7377;XY.113996;Fagus sylvatica L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;30;588;6
7378;XY.113999;Fagus sylvatica L.;9,1;9,1;30;73,83;25;-5;30;18,3;0,7;18,3;-0,7;1000;112;52;22;315;167;315;185;30;588;6
7381;XY.114046;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;155;386;7
7382;XY.114056;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
7383;XY.114064;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
7385;XY.114088;Fagus sylvatica L.;10,3;7;28;63,59;24;-0,9;24,9;11,2;2,9;18,5;2,4;1272;141;84;17;397;258;303;284;45;698;2
7386;XY.114094;Fagus sylvatica L.;10,2;7;28;63,81;24;-1;25;11,1;2,9;18,5;2,3;1273;141;84;17;397;258;303;285;354;649;6
7387;XY.114094;Fagus sylvatica L.;10,2;7;28;63,81;24;-1;25;11,1;2,9;18,5;2,3;1273;141;84;17;397;258;303;285;354;649;6
7388;XY.114097;Fagus sylvatica L.;10,4;7;28;63,59;24,1;-0,8;24,9;11,3;3;18,6;2,5;1273;141;84;17;397;258;303;285;74;609;0
7389;XY.114147;Fagus sylvatica L.;10,6;9;31;70,1;26,2;-2,6;28,8;6,4;2,5;19,4;1,4;1211;134;78;18;382;242;292;280;263;403;5
7390;XY.114148;Fagus sylvatica L.;10,6;9;31;70,1;26,2;-2,6;28,8;6,4;2,5;19,4;1,4;1211;134;78;18;382;242;292;280;240;403;3
7391;XY.114149;Fagus sylvatica L.;10,6;9;31;70,1;26,2;-2,6;28,8;6,4;2,5;19,4;1,4;1211;134;78;18;382;242;292;280;240;403;3
7392;XY.114235;Fagus sylvatica L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;316;214;0
7393;XY.114283;Fagus sylvatica L.;10,3;7;28;63,59;24;-0,9;24,9;11,2;2,9;18,5;2,4;1272;141;84;17;397;258;303;284;210;657;1
7394;XY.114284;Fagus sylvatica L.;10,3;7;28;63,59;24;-0,9;24,9;11,2;2,9;18,5;2,4;1272;141;84;17;397;258;303;284;74;609;0
7395;XY.114287;Fagus sylvatica L.;10,3;7;28;63,59;24;-0,9;24,9;11,2;2,9;18,5;2,4;1272;141;84;17;397;258;303;284;74;609;0
7396;XY.114288;Fagus sylvatica L.;10,2;7;28;63,85;24;-1;25;11,1;2,9;18,5;2,3;1275;141;84;16;397;258;306;284;210;657;1
7398;XY.114478;Fagus sylvatica L.;9,5;7;28;63,12;23,2;-1,7;24,9;10,4;2,2;17,7;1,6;1298;144;86;17;405;265;307;293;227;764;11
7399;XY.114559;Fagus sylvatica L.;11,3;9,2;32;68,93;26,9;-1,7;28,6;7,2;6,5;20;2,3;1217;140;81;21;403;250;268;299;337;210;0
7400;XY.114575;Fagus sylvatica L.;11,3;9,1;31;68,6;26,9;-1,7;28,6;7,4;6,6;20,1;2,4;1217;141;81;21;404;250;267;299;51;261;0
7401;XY.110292;Fagus sylvatica L.;8,5;7,5;28;65,22;22,8;-3,1;25,9;5,1;0,8;16,8;0,2;1370;155;93;19;447;294;300;335;106;857;1
7402;XY.110380;Ambrosia artemisiifolia L.;10,1;9,6;31;73,98;26,1;-4,4;30,5;19,3;1,7;19,3;0,2;901;102;46;24;291;147;291;163;244;198;1
7403;XY.110464;Ambrosia artemisiifolia L.;16;9;33;63,87;31,1;4;27,1;9,2;24,3;24,3;8,1;1276;178;38;41;495;151;151;445;206;2;0
7404;XY.110580;Ambrosia artemisiifolia L.;13,6;8,4;30;66,45;28,7;1,6;27,1;10;22,3;22,3;5,3;978;131;46;31;355;166;166;298;270;291;0
7405;XY.111095;Fagus sylvatica L.;6,9;8,8;30;71,97;22,4;-6,8;29,2;16;-1,3;16;-2,6;1056;123;55;24;349;174;349;190;6;792;10
7407;XY.114043;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
7408;XY.114051;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
7409;XY.114052;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;155;386;7
7410;XY.114053;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7411;XY.114055;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;155;386;7
7412;XY.114060;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
7413;XY.114066;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7414;XY.114067;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7415;XY.114068;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7416;XY.114069;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7417;XY.114070;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
7418;XY.114072;Fagus sylvatica L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
7420;XY.114077;Fagus sylvatica L.;8,7;7;28;63,49;22,4;-2,6;25;9,6;1,3;16,9;0,7;1285;141;83;16;396;254;318;277;74;609;0
7421;XY.114077;Fagus sylvatica L.;8,7;7;28;63,49;22,4;-2,6;25;9,6;1,3;16,9;0,7;1285;141;83;16;396;254;318;277;74;609;0
7422;XY.114098;Fagus sylvatica L.;10,2;7;28;63,81;24;-1;25;11,1;2,9;18,5;2,3;1273;141;84;17;397;258;303;285;354;649;6
7423;XY.114111;Fagus sylvatica L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
7424;XY.114157;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7425;XY.114159;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7426;XY.114160;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7427;XY.114160;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7428;XY.114162;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7429;XY.114163;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7430;XY.114164;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;155;386;7
7431;XY.114224;Fagus sylvatica L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
7432;XY.114233;Fagus sylvatica L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;316;214;0
7433;XY.114240;Fagus sylvatica L.;11,4;9,2;31;69,81;27,1;-1,9;29;7,2;6,6;20,2;2,3;1182;132;76;19;375;235;283;273;67;241;0
7434;XY.114324;Fagus sylvatica L.;10,6;9;31;70,1;26,2;-2,6;28,8;6,4;2,5;19,4;1,4;1211;134;78;18;382;242;292;280;240;403;3
7435;XY.114329;Fagus sylvatica L.;11,5;9,3;31;69,82;27,3;-1,8;29,1;7,4;6,7;20,4;2,4;1173;131;75;19;372;233;280;272;316;214;0
7436;XY.114409;Fagus sylvatica L.;9,1;7;28;63,34;22,8;-2,1;24,9;10;1,7;17,4;1,2;1301;144;86;17;405;264;309;292;260;884;10
7437;XY.114428;Fagus sylvatica L.;8;7;28;63,16;21,7;-3,2;24,9;8,9;0,7;16,2;0,1;1302;143;85;16;402;260;319;284;242;980;6
7438;XY.114468;Fagus sylvatica L.;8;7;28;63,16;21,7;-3,2;24,9;8,9;0,7;16,2;0,1;1302;143;85;16;402;260;319;284;227;764;11
7439;XY.114512;Fagus sylvatica L.;9,9;8,9;30;70,15;25,6;-3,2;28,8;5,8;1,8;18,8;0,8;1231;135;80;18;385;246;300;283;240;403;3
7440;XY.114704;Fagus sylvatica L.;9,3;7,1;28;63,48;23;-2,1;25,1;10,1;1,9;17,5;1,3;1285;141;84;16;398;256;315;279;153;730;1
7441;XY.114705;Fagus sylvatica L.;9,8;7,1;28;63,63;23,6;-1,4;25;10,7;2,4;18;1,9;1283;141;84;16;398;258;311;283;153;730;1
7442;XY.114716;Fagus sylvatica L.;11,3;9,4;31;71,14;27,3;-2,2;29,5;7;3,2;20,3;2;1115;122;70;18;346;219;276;252;264;134;0
7443;XY.114717;Fagus sylvatica L.;11,3;9,4;31;71,14;27,3;-2,2;29,5;7;3,2;20,3;2;1115;122;70;18;346;219;276;252;264;134;0
7444;XY.114720;Fagus sylvatica L.;11,3;9,4;31;71,14;27,3;-2,2;29,5;7;3,2;20,3;2;1115;122;70;18;346;219;276;252;264;134;0
7445;XY.114726;Fagus sylvatica L.;11,3;9,4;31;71,14;27,3;-2,2;29,5;7;3,2;20,3;2;1115;122;70;18;346;219;276;252;264;134;0
7446;XY.114728;Fagus sylvatica L.;11,3;9,4;31;71,14;27,3;-2,2;29,5;7;3,2;20,3;2;1115;122;70;18;346;219;276;252;202;154;1
7447;XY.114741;Fagus sylvatica L.;11,4;9,4;31;71,02;27,3;-2,2;29,5;7,2;3,3;20,4;2,1;1116;122;70;18;348;219;275;253;0;140;0
7448;XY.114754;Fagus sylvatica L.;11,4;9,4;31;71,02;27,3;-2,2;29,5;7,2;3,3;20,4;2,1;1116;122;70;18;348;219;275;253;102;181;0
7449;XY.114755;Fagus sylvatica L.;11,3;9,1;32;68,44;26,8;-1,6;28,4;7,4;6,6;20;2,5;1228;142;82;21;409;253;268;303;32;220;1
7450;XY.126337;Fagus sylvatica L.;8,6;7;27;63,62;22,4;-2,7;25,1;9,4;1,2;16,8;0,6;1309;144;86;16;405;264;317;290;6;878;8
7451;XY.126340;Fagus sylvatica L.;9,5;7,1;28;64,07;23,4;-1,8;25,2;10,4;2,1;17,8;1,5;1307;144;86;17;407;265;312;293;122;646;3
7452;XY.126366;Fagus sylvatica L.;10,3;7,2;28;63,85;24,2;-1;25,2;11,1;2,9;18,6;2,3;1310;146;87;17;412;269;304;301;167;717;0
7453;XY.126368;Fagus sylvatica L.;10,1;7,1;28;63,9;24;-1,2;25,2;10,9;2,7;18,4;2,1;1306;144;87;17;408;268;307;298;168;634;1
7454;XY.126386;Fagus sylvatica L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;122;646;3
7455;XY.126387;Fagus sylvatica L.;9,5;7,1;28;63,75;23,3;-1,8;25,1;10,4;2,1;17,8;1,5;1308;145;87;17;409;267;308;296;6;878;8
7456;XY.126388;Fagus sylvatica L.;9,5;7,1;28;64,07;23,4;-1,8;25,2;10,4;2,1;17,8;1,5;1307;144;86;17;407;265;312;293;122;646;3
7457;XY.126399;Fagus sylvatica L.;8,6;7;27;63,62;22,4;-2,7;25,1;9,4;1,2;16,8;0,6;1309;144;86;16;405;264;317;290;6;878;8
7458;XY.126400;Fagus sylvatica L.;10,5;7,1;28;63,85;24,4;-0,7;25,1;11,4;3,2;18,8;2,6;1299;144;86;17;408;266;303;297;164;751;3
7459;XY.126401;Fagus sylvatica L.;10,6;7,1;28;63,78;24,5;-0,6;25,1;11,5;3,2;18,9;2,7;1301;145;87;17;409;269;300;300;168;634;1
7461;XY.126429;Fagus sylvatica L.;9,5;7,1;28;64,07;23,4;-1,8;25,2;10,4;2,1;17,8;1,5;1307;144;86;17;407;265;312;293;122;646;3
7462;XY.126433;Fagus sylvatica L.;8,6;7;27;63,62;22,4;-2,7;25,1;9,4;1,2;16,8;0,6;1309;144;86;16;405;264;317;290;6;878;8
7464;XY.126482;Fagus sylvatica L.;9,3;7,1;28;63,5;23;-2;25;10,2;1,9;17,5;1,3;1303;144;86;17;406;264;311;291;81;921;5
7465;XY.126506;Fagus sylvatica L.;8,6;7;28;63,49;22,3;-2,7;25;9,5;1,2;16,8;0,6;1303;143;85;16;403;261;317;286;46;658;7
7466;XY.126538;Fagus sylvatica L.;9,5;7,1;28;64,07;23,4;-1,8;25,2;10,4;2,1;17,8;1,5;1307;144;86;17;407;265;312;293;122;646;3
7467;XY.126546;Fagus sylvatica L.;9,7;7,1;28;63,87;23,6;-1,6;25,2;10,5;2,3;18;1,7;1309;145;87;17;409;267;309;296;218;696;2
7468;XY.126562;Fagus sylvatica L.;10,3;7,2;28;63,85;24,2;-1;25,2;11,1;2,9;18,6;2,3;1310;146;87;17;412;269;304;301;167;717;0
7469;XY.126565;Fagus sylvatica L.;9,8;7,1;28;63,74;23,6;-1,5;25,1;10,6;2,4;18,1;1,8;1300;144;86;17;406;264;308;293;32;792;8
7470;XY.126574;Fagus sylvatica L.;9,7;7,1;28;63,87;23,6;-1,6;25,2;10,5;2,3;18;1,7;1309;145;87;17;409;267;309;296;167;717;0
7471;XY.126592;Fagus sylvatica L.;9,7;7,1;28;63,87;23,6;-1,6;25,2;10,5;2,3;18;1,7;1309;145;87;17;409;267;309;296;218;696;2
7472;XY.126593;Fagus sylvatica L.;9,5;7,1;28;64,07;23,4;-1,8;25,2;10,4;2,1;17,8;1,5;1307;144;86;17;407;265;312;293;164;751;3
7473;XY.126608;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;46;658;7
7474;XY.126624;Fagus sylvatica L.;10,3;7,2;28;63,85;24,2;-1;25,2;11,1;2,9;18,6;2,3;1310;146;87;17;412;269;304;301;167;717;0
7475;XY.126662;Fagus sylvatica L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;46;658;7
7476;XY.126669;Fagus sylvatica L.;8,6;7;28;63,49;22,3;-2,7;25;9,5;1,2;16,8;0,6;1303;143;85;16;403;261;317;286;32;792;8
7477;XY.126670;Fagus sylvatica L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;46;658;7
7482;XY.113835;Quercus petraea (Mattuschka) Liebl.;10,4;9,4;30;74,75;26,5;-4;30,5;19,8;2;19,8;0,5;928;103;46;23;295;151;295;168;345;228;3
7483;XY.113858;Quercus petraea (Mattuschka) Liebl.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7484;XY.113861;Quercus petraea (Mattuschka) Liebl.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7485;XY.113862;Quercus petraea (Mattuschka) Liebl.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7486;XY.113874;Quercus petraea (Mattuschka) Liebl.;10,5;9,5;31;74,64;26,6;-3,9;30,5;19,9;2,1;19,9;0,6;926;103;46;23;293;151;293;168;54;173;0
7487;XY.113875;Quercus petraea (Mattuschka) Liebl.;10,5;9,5;31;74,73;26,6;-3,9;30,5;19,9;2,1;19,9;0,6;923;102;46;24;292;150;292;166;271;186;0
7492;XY.113902;Quercus petraea (Mattuschka) Liebl.;9,6;9,2;30;74,22;25,6;-4,6;30,2;18,9;1,2;18,9;-0,2;974;109;50;23;308;161;308;178;115;302;1
7493;XY.113912;Quercus petraea (Mattuschka) Liebl.;10,4;9,4;30;74,75;26,5;-4;30,5;19,8;2;19,8;0,5;928;103;46;23;295;151;295;168;340;198;1
7494;XY.113923;Quercus petraea (Mattuschka) Liebl.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7495;XY.113927;Quercus petraea (Mattuschka) Liebl.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;351;219;3
7496;XY.113928;Quercus petraea (Mattuschka) Liebl.;10,1;9,4;30;74,87;26,2;-4,2;30,4;19,5;1,6;19,5;0,2;951;106;48;23;301;156;301;173;11;269;2
7497;XY.113932;Quercus petraea (Mattuschka) Liebl.;9,7;9,3;30;74,38;25,8;-4,5;30,3;19;1,3;19;-0,1;962;107;49;23;304;159;304;177;7;396;4
7499;XY.113990;Quercus petraea (Mattuschka) Liebl.;9,3;9,2;30;73,95;25,2;-4,8;30;18,5;0,9;18,5;-0,5;986;110;51;22;311;164;311;182;30;588;6
