Id;OznKoord;NazKlase;Bio_1;Bio_2;Bio_3;Bio_4;Bio_5;Bio_6;Bio_7;Bio_8;Bio_9;Bio_10;Bio_11;Bio_12;Bio_13;Bio_14;Bio_15;Bio_16;Bio_17;Bio_18;Bio_19;EKSPOZICIJ;NDM__M_;NAGIB_TERE
173461;XY.105736;Fagus sylvatica L.;9,3;9,4;30;73,67;25,3;-5,1;30,4;18,5;1;18,5;-0,4;955;109;46;27;319;148;319;163;339;294;0
173471;XY.105962;Fagus sylvatica L.;6,1;7,3;28;65,31;20,4;-5,4;25,8;2,7;-1,5;14,5;-2,2;1365;149;93;16;427;286;322;320;30;1298;1
173481;XY.105976;Fagus sylvatica L.;6,3;7,4;28;65,31;20,6;-5,2;25,8;2,9;-1,3;14,7;-2;1367;150;94;17;430;287;320;322;160;1197;3
173491;XY.105983;Fagus sylvatica L.;6;7,3;28;65,28;20,3;-5,5;25,8;2,6;-1,6;14,4;-2,3;1368;149;93;16;427;286;324;320;356;1150;2
173501;XY.106006;Fagus sylvatica L.;6,5;7,4;28;65,86;20,9;-5,2;26,1;3;-1,2;14,9;-1,9;1368;150;94;17;430;286;321;322;81;1098;4
173511;XY.106123;Fagus sylvatica L.;10,6;9,7;32;73,35;26,8;-3,5;30,3;18,2;2,5;19,7;0,8;790;101;44;24;258;138;255;158;187;190;1
173521;XY.106250;Ambrosia artemisiifolia L.;11,4;9,3;32;69,62;27,2;-1,8;29;7,3;6,7;20,2;2,3;1168;132;76;19;378;236;269;279;116;175;1
173531;XY.106251;Ambrosia artemisiifolia L.;11,4;9,3;31;69,9;27,2;-1,9;29,1;7,2;6,7;20,2;2,3;1162;131;76;19;374;235;270;275;104;172;0
173541;WL57;Ambrosia artemisiifolia L.;11,1;9,4;31;73,69;27,3;-3;30,3;11,5;2,7;20,4;1,4;1010;104;56;19;296;178;288;202;84;304;3
173551;WL69;Ambrosia artemisiifolia L.;10,7;9,4;30;74,55;26,9;-3,6;30,5;20;2,2;20;0,8;974;106;50;22;299;161;299;181;166;215;0
173561;WM70;Ambrosia artemisiifolia L.;10,3;9,4;31;74,21;26,3;-4;30,3;19,5;1,9;19,5;0,4;951;106;47;24;303;153;303;170;109;253;0
173571;XY.118800;Fagus sylvatica L.;9,6;9,3;30;73,4;25,6;-4,5;30,1;18,8;1,2;18,8;-0,1;1040;114;54;22;321;172;321;193;104;362;1
173581;XY.122772;Carpinus betulus L.;10,8;9,4;32;69,79;26,6;-2,5;29,1;6,6;6,2;19,6;1,6;1137;129;75;19;365;233;264;272;350;237;1
173591;XY.122803;Carpinus betulus L.;11,1;9,5;32;69,63;26,9;-2,3;29,2;7;6,5;19,9;1,9;1124;129;75;19;363;232;258;271;333;215;0
173601;XY.122843;Carpinus betulus L.;10,9;9,4;32;69,75;26,7;-2,4;29,1;6,7;6,3;19,7;1,7;1125;128;75;18;361;232;261;270;302;270;1
173611;XY.122844;Carpinus betulus L.;11,3;9,5;32;70,06;27,2;-2,2;29,4;7,1;6,7;20,1;2,1;1102;125;72;18;351;224;259;261;228;193;1
173621;XY.122849;Carpinus betulus L.;11,3;9,5;32;70,06;27,2;-2,2;29,4;7,1;6,7;20,1;2,1;1102;125;72;18;351;224;259;261;228;193;1
173631;XY.122851;Carpinus betulus L.;11,3;9,5;32;70,06;27,2;-2,2;29,4;7,1;6,7;20,1;2,1;1102;125;72;18;351;224;259;261;258;203;1
173641;XY.122862;Carpinus betulus L.;11;9,5;32;70,16;26,9;-2,5;29,4;6,8;3;19,8;1,7;1111;126;73;18;354;227;261;263;235;167;1
173651;XY.122918;Carpinus betulus L.;11;9,5;32;69,99;26,9;-2,4;29,3;6,8;6,4;19,8;1,8;1109;126;73;18;353;227;261;264;252;211;1
173661;XY.122928;Carpinus betulus L.;11;9,4;31;70,72;26,9;-2,5;29,4;6,7;3;19,9;1,7;1090;120;70;17;338;217;268;251;16;209;0
173671;XY.122929;Carpinus betulus L.;11;9,4;31;70,72;26,9;-2,5;29,4;6,7;3;19,9;1,7;1090;120;70;17;338;217;268;251;16;209;0
173681;XY.122985;Carpinus betulus L.;10,6;9,4;32;70,2;26,5;-2,8;29,3;6,4;2,6;19,5;1,4;1123;126;74;18;356;230;265;267;194;263;2
173691;XY.122987;Carpinus betulus L.;11,1;9,5;32;71,23;27;-2,5;29,5;6,8;3;20;1,7;1077;119;68;18;333;212;267;245;165;195;0
173701;XY.122988;Carpinus betulus L.;11,1;9,5;32;71,23;27;-2,5;29,5;6,8;3;20;1,7;1077;119;68;18;333;212;267;245;165;195;0
173711;XY.123009;Carpinus betulus L.;10,8;9,4;31;70,97;26,7;-2,7;29,4;6,6;2,8;19,8;1,5;1094;120;70;17;338;218;270;251;21;177;0
173721;XY.123013;Carpinus betulus L.;11;9,4;31;71,06;26,9;-2,6;29,5;6,6;2,9;19,9;1,6;1083;119;69;17;334;214;269;246;176;196;0
173731;XY.123037;Carpinus betulus L.;11,2;9,5;31;71,2;27,2;-2,5;29,7;6,9;3,1;20,1;1,8;1070;118;68;17;330;212;264;244;40;178;0
173741;XY.123056;Carpinus betulus L.;11;9,5;32;71,17;26,9;-2,7;29,6;6,7;2,9;19,9;1,6;1074;118;68;17;331;212;267;245;211;188;2
173751;XY.123062;Carpinus betulus L.;11;9,5;32;71,11;26,9;-2,7;29,6;6,6;2,9;19,9;1,6;1079;119;69;17;334;215;266;248;26;179;1
173761;XY.123084;Carpinus betulus L.;10,8;9,5;32;71,04;26,7;-2,8;29,5;6,5;2,7;19,8;1,4;1078;118;68;17;331;212;269;245;341;168;0
173771;XY.123090;Carpinus betulus L.;11;9,5;32;71,33;26,9;-2,7;29,6;6,7;2,9;19,9;1,6;1070;118;68;17;329;211;266;243;341;168;0
173781;XY.123106;Carpinus betulus L.;11,2;9,2;31;70,49;26,9;-2,2;29,1;7;3,1;20,1;1,9;1167;129;75;18;368;232;282;268;46;199;0
173791;XY.123107;Carpinus betulus L.;10,7;9,2;31;70,47;26,6;-2,6;29,2;6,6;2,7;19,6;1,5;1168;127;74;18;363;229;289;265;124;255;0
173801;XY.123121;Carpinus betulus L.;10,9;9,4;32;70,08;26,7;-2,5;29,2;6,7;6,2;19,7;1,6;1134;129;75;19;365;233;262;272;265;300;0
173811;XY.123172;Carpinus betulus L.;11;9,5;32;70,16;26,9;-2,5;29,4;6,8;3;19,8;1,7;1111;126;73;18;354;227;261;263;235;167;1
173821;XY.123201;Carpinus betulus L.;10,8;9,5;32;69,92;26,7;-2,5;29,2;6,6;2,9;19,6;1,6;1118;126;74;18;355;229;264;265;234;269;3
173831;XY.123213;Carpinus betulus L.;10,7;9,4;31;70,85;26,6;-2,8;29,4;6,4;2,7;19,6;1,4;1099;121;70;17;341;218;270;252;16;209;0
173841;XY.100229;Carpinus betulus L.;10,3;9,7;31;74,41;26,4;-4,4;30,8;19,5;1,9;19,5;0,3;789;93;38;29;271;121;271;132;180;147;0
173861;XY.100317;Carpinus betulus L.;9,9;10;33;72,07;26,1;-4,1;30,2;17,3;1,9;18,8;0,3;877;110;51;22;281;159;273;181;8;340;6
173871;XY.100318;Carpinus betulus L.;9,3;9,9;33;71,66;25,4;-4,5;29,9;16,7;1,4;18,3;-0,2;894;112;52;22;288;162;280;184;14;546;3
173881;XY.100323;Carpinus betulus L.;9,8;10;33;71,79;25,9;-4,2;30,1;17,1;1,8;18,7;0,2;865;109;50;22;278;157;269;179;68;329;0
173891;XY.100324;Carpinus betulus L.;9,8;10;33;71,96;26;-4,1;30,1;17,2;1,8;18,8;0,2;876;110;51;22;280;159;273;181;28;336;5
173901;XY.100325;Carpinus betulus L.;10,5;10,2;33;72,29;26,8;-3,6;30,4;17,9;2,5;19,5;0,9;850;106;49;22;269;155;262;177;28;336;5
173911;XY.100326;Carpinus betulus L.;9,7;10;33;71,61;25,8;-4,2;30;17;1,7;18,6;0,1;878;111;51;22;282;159;274;181;28;336;5
173921;XY.100334;Carpinus betulus L.;10,3;10,2;33;72,45;26,6;-3,7;30,3;17,8;2,3;19,3;0,7;854;107;49;22;272;155;264;177;29;203;3
173931;XY.100336;Carpinus betulus L.;10,3;10,2;33;72,45;26,6;-3,7;30,3;17,8;2,3;19,3;0,7;854;107;49;22;272;155;264;177;29;203;3
173941;XY.100349;Carpinus betulus L.;9,8;10;33;72,32;26,1;-4,1;30,2;17,3;1,8;18,9;0,2;859;109;50;22;276;156;268;177;356;206;4
173951;XY.119091;Ambrosia artemisiifolia L.;11,4;9,5;31;72,17;27,5;-2,4;29,9;11,9;3,2;20,5;1,9;1063;113;64;18;322;201;277;230;137;118;0
173961;XY.119264;Fagus sylvatica L.;9;9;30;73,12;24,8;-4,8;29,6;18,1;0,6;18,1;-0,7;1060;115;58;20;319;184;319;206;162;414;5
173971;XY.119676;Ambrosia artemisiifolia L.;10,6;9,5;31;74,33;26,7;-3,8;30,5;19,9;2,2;19,9;0,8;945;104;47;24;298;153;298;170;84;151;1
173981;XY.119690;Fagus sylvatica L.;8,8;9,3;31;73,33;24,6;-5,4;30;18;0,5;18;-0,9;980;112;48;26;326;153;326;169;119;422;3
173991;XY.119691;Fagus sylvatica L.;8,8;9,3;31;73,33;24,6;-5,4;30;18;0,5;18;-0,9;980;112;48;26;326;153;326;169;119;422;3
174001;XY.119692;Fagus sylvatica L.;8,8;9,3;31;73,33;24,6;-5,4;30;18;0,5;18;-0,9;980;112;48;26;326;153;326;169;119;422;3
174011;XY.112455;Fagus sylvatica L.;9,6;9,2;30;74,25;25,6;-4,6;30,2;18,9;1,2;18,9;-0,2;968;108;49;23;306;159;306;177;312;409;2
174021;XY.112458;Fagus sylvatica L.;9,6;9,2;30;74,25;25,6;-4,6;30,2;18,9;1,2;18,9;-0,2;968;108;49;23;306;159;306;177;312;409;2
174031;XY.112475;Fagus sylvatica L.;10,1;9,4;31;74,48;26,2;-4,1;30,3;19,4;1,7;19,4;0,3;948;105;48;23;299;156;299;173;213;236;0
174051;XY.112496;Fagus sylvatica L.;9,5;9,2;30;74,1;25,5;-4,7;30,2;18,8;1,1;18,8;-0,3;973;109;50;23;308;161;308;178;312;409;2
174061;XY.112501;Fagus sylvatica L.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;244;343;1
174071;XY.112502;Fagus sylvatica L.;10;9,3;30;74,61;26,1;-4,2;30,3;19,4;1,5;19,4;0,1;961;107;49;23;303;159;303;176;259;226;2
174081;XY.112506;Fagus sylvatica L.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;244;343;1
174091;XY.112508;Fagus sylvatica L.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;244;343;1
174101;XY.112509;Fagus sylvatica L.;9,8;9,2;30;74,71;25,8;-4,5;30,3;19,1;1,3;19,1;-0,1;970;108;49;23;306;160;306;177;244;343;1
174111;XY.112514;Fagus sylvatica L.;10,3;9,4;30;74,92;26,4;-4;30,4;19,7;1,8;19,7;0,4;941;104;47;23;296;154;296;171;244;343;1
174121;XY.112515;Fagus sylvatica L.;9,5;9,2;30;74,1;25,5;-4,7;30,2;18,8;1,1;18,8;-0,3;973;109;50;23;308;161;308;178;312;409;2
174131;XY.112550;Fagus sylvatica L.;11,1;9,2;31;70,4;26,9;-2,2;29,1;6,9;3;20;1,9;1190;132;76;19;377;237;286;275;316;214;0
174141;XY.112577;Fagus sylvatica L.;9,8;8,9;30;70,15;25,5;-3,3;28,8;5,7;1,7;18,7;0,7;1230;134;80;18;384;245;301;282;95;403;3
174151;XY.112594;Fagus sylvatica L.;5,7;8,5;29;70,38;20,9;-7,5;28,4;14,5;-2,4;14,5;-3,6;1108;129;59;24;364;187;364;204;151;1008;4
174161;XY.112595;Fagus sylvatica L.;5,7;8,5;29;70,32;20,9;-7,5;28,4;14,5;-2,3;14,5;-3,6;1106;129;59;24;363;186;363;203;151;1008;4
174171;XY.112596;Fagus sylvatica L.;5,7;8,5;29;70,32;20,9;-7,5;28,4;14,5;-2,3;14,5;-3,6;1106;129;59;24;363;186;363;203;151;1008;4
174181;XY.112603;Fagus sylvatica L.;5,7;8,5;29;70,38;20,9;-7,5;28,4;14,5;-2,4;14,5;-3,6;1108;129;59;24;364;187;364;204;228;964;2
174191;XY.112605;Fagus sylvatica L.;5,7;8,5;29;70,32;20,9;-7,5;28,4;14,5;-2,3;14,5;-3,6;1106;129;59;24;363;186;363;203;151;1008;4
174201;XY.112606;Fagus sylvatica L.;5,7;8,5;29;70,38;20,9;-7,5;28,4;14,5;-2,4;14,5;-3,6;1108;129;59;24;364;187;364;204;228;964;2
174211;XY.112613;Fagus sylvatica L.;5,7;8,5;29;70,38;20,9;-7,5;28,4;14,5;-2,4;14,5;-3,6;1108;129;59;24;364;187;364;204;151;1008;4
174221;XY.112616;Fagus sylvatica L.;5,7;8,5;29;70,32;20,9;-7,5;28,4;14,5;-2,3;14,5;-3,6;1106;129;59;24;363;186;363;203;151;1008;4
174241;XY.112648;Fagus sylvatica L.;10,1;9,5;31;74,41;26;-4,4;30,4;19,4;1,7;19,4;0,2;920;103;45;25;300;146;300;161;119;225;1
174251;XY.112649;Fagus sylvatica L.;10,1;9,5;31;74,41;26;-4,4;30,4;19,4;1,7;19,4;0,2;920;103;45;25;300;146;300;161;119;225;1
174261;XY.112651;Fagus sylvatica L.;10;9,5;31;74,27;26;-4,5;30,5;19,2;1,6;19,2;0,1;922;104;45;25;302;146;302;161;113;235;1
174271;XY.112652;Fagus sylvatica L.;10,1;9,5;31;74,41;26;-4,4;30,4;19,4;1,7;19,4;0,2;920;103;45;25;300;146;300;161;119;225;1
174281;XY.112657;Fagus sylvatica L.;10,1;9,5;31;74,41;26;-4,4;30,4;19,4;1,7;19,4;0,2;920;103;45;25;300;146;300;161;119;225;1
174291;XY.112658;Fagus sylvatica L.;10,1;9,5;31;74,41;26;-4,4;30,4;19,4;1,7;19,4;0,2;920;103;45;25;300;146;300;161;119;225;1
174301;XY.112666;Fagus sylvatica L.;10,1;9,5;31;74,41;26;-4,4;30,4;19,4;1,7;19,4;0,2;920;103;45;25;300;146;300;161;119;225;1
174311;XY.112680;Fagus sylvatica L.;7,4;7;28;63,35;21,1;-3,8;24,9;8,2;0,1;15,6;-0,5;1311;142;84;16;402;260;325;284;184;1047;4
174321;XY.112688;Fagus sylvatica L.;7,4;7;28;63,35;21,1;-3,8;24,9;8,2;0,1;15,6;-0,5;1311;142;84;16;402;260;325;284;184;1047;4
174331;XY.112689;Fagus sylvatica L.;7,8;7;27;63,49;21,6;-3,5;25,1;8,7;0,4;16;-0,2;1312;143;86;16;404;263;321;288;184;1047;4
174341;XY.112693;Fagus sylvatica L.;7,4;7;28;63,35;21,1;-3,8;24,9;8,2;0,1;15,6;-0,5;1311;142;84;16;402;260;325;284;184;1047;4
174351;XY.112694;Fagus sylvatica L.;7,8;6,9;27;63,5;21,5;-3,4;24,9;8,7;0,5;16,1;-0,1;1308;143;85;16;403;262;320;286;246;1038;1
174431;XY.117236;Fagus sylvatica L.;11;9,3;31;70,96;26,8;-2,5;29,3;6,7;2,8;19,9;1,7;1137;122;71;18;349;221;286;254;115;235;2
174441;XY.117404;Fagus sylvatica L.;9,4;9,4;31;73,38;25,2;-5;30,2;18,5;1;18,5;-0,4;992;112;48;25;324;156;324;173;52;301;1
174451;XY.117416;Fagus sylvatica L.;9,4;9,4;31;73,38;25,2;-5;30,2;18,5;1;18,5;-0,4;992;112;48;25;324;156;324;173;52;301;1
174491;XY.106695;Fagus sylvatica L.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
174501;XY.106732;Fagus sylvatica L.;9,5;9,4;31;73,63;25,4;-4,9;30,3;18,7;1,1;18,7;-0,3;982;111;48;25;319;156;319;173;30;389;1
174511;XY.106736;Fagus sylvatica L.;10,5;9,8;32;73,44;26,6;-3,8;30,4;18;2,3;19,6;0,6;783;101;44;24;255;138;251;157;46;224;1
174521;XY.106748;Fagus sylvatica L.;10,4;9,8;32;73,07;26,6;-3,8;30,4;18;2,3;19,5;0,6;791;102;44;24;258;138;254;158;215;192;1
174531;XY.106750;Fagus sylvatica L.;8,4;9,2;30;73,02;24,2;-5,7;29,9;17,5;0,1;17,5;-1,3;1034;118;52;24;337;167;337;184;78;656;3
174541;XY.106751;Fagus sylvatica L.;8,4;9,2;30;73,02;24,2;-5,7;29,9;17,5;0,1;17,5;-1,3;1034;118;52;24;337;167;337;184;320;835;1
174551;XY.106752;Fagus sylvatica L.;8,4;9,2;30;73,02;24,2;-5,7;29,9;17,5;0,1;17,5;-1,3;1034;118;52;24;337;167;337;184;320;835;1
174561;XY.107066;Fagus sylvatica L.;9,8;8,8;31;66,78;25,2;-2,5;27,7;6,3;18,3;18,3;1,1;1217;155;64;28;442;213;213;343;180;552;5
174571;XY.107088;Fagus sylvatica L.;10,5;9,2;31;71,65;26,5;-3;29,5;11;2,4;19,6;1,2;1141;121;69;18;345;215;299;246;102;287;1
174581;XY.107120;Ambrosia artemisiifolia L.;10;9,6;31;74,3;25,9;-4,6;30,5;19,2;1,6;19,2;0,1;916;103;44;26;304;143;304;157;170;203;0
174591;XY.107122;Ambrosia artemisiifolia L.;10;9,6;31;74,3;25,9;-4,6;30,5;19,2;1,6;19,2;0,1;916;103;44;26;304;143;304;157;170;203;0
174631;XY.107137;Ambrosia artemisiifolia L.;10;9,6;31;74,09;25,9;-4,6;30,5;19,2;1,6;19,2;0,1;913;103;44;26;303;142;303;156;170;203;0
174641;XY.107143;Ambrosia artemisiifolia L.;10;9,6;31;74,09;25,9;-4,6;30,5;19,2;1,6;19,2;0,1;913;103;44;26;303;142;303;156;195;211;0
174651;XY.107148;Ambrosia artemisiifolia L.;9,9;9,6;31;73,83;25,9;-4,5;30,4;19,1;1,6;19,1;0,1;915;104;44;27;305;142;305;155;58;220;0
174661;XY.107163;Ambrosia artemisiifolia L.;10;9,6;31;74,09;25,9;-4,6;30,5;19,2;1,6;19,2;0,1;913;103;44;26;303;142;303;156;220;202;0
174671;XY.107168;Ambrosia artemisiifolia L.;10;9,6;31;74,09;25,9;-4,6;30,5;19,2;1,6;19,2;0,1;913;103;44;26;303;142;303;156;191;213;0
174681;XY.107174;Ambrosia artemisiifolia L.;10,1;9,6;31;73,9;26;-4,4;30,4;19,2;1,7;19,2;0,2;917;103;44;26;303;143;303;157;352;209;0
174691;XY.107178;Ambrosia artemisiifolia L.;10,1;9,6;31;73,95;26;-4,4;30,4;19,3;1,7;19,3;0,2;918;103;44;26;303;143;303;158;341;208;1
174701;XY.107179;Ambrosia artemisiifolia L.;10,1;9,6;31;73,95;26;-4,4;30,4;19,3;1,7;19,3;0,2;918;103;44;26;303;143;303;158;341;208;1
174711;XY.107181;Ambrosia artemisiifolia L.;10,1;9,6;31;73,9;26;-4,4;30,4;19,2;1,7;19,2;0,2;917;103;44;26;303;143;303;157;341;208;1
174721;XY.107183;Ambrosia artemisiifolia L.;10,1;9,6;31;73,9;26;-4,4;30,4;19,2;1,7;19,2;0,2;917;103;44;26;303;143;303;157;352;209;0
174731;XY.107184;Ambrosia artemisiifolia L.;10,1;9,6;31;73,95;26;-4,4;30,4;19,3;1,7;19,3;0,2;921;104;44;26;305;143;305;158;352;209;0
174741;XY.107186;Ambrosia artemisiifolia L.;10,1;9,6;31;73,9;26;-4,4;30,4;19,2;1,7;19,2;0,2;917;103;44;26;303;143;303;157;352;209;0
174751;XY.107188;Ambrosia artemisiifolia L.;10,1;9,6;31;73,9;26;-4,4;30,4;19,2;1,7;19,2;0,2;917;103;44;26;303;143;303;157;352;209;0
174761;XY.107189;Ambrosia artemisiifolia L.;10,1;9,6;31;73,95;26;-4,4;30,4;19,3;1,7;19,3;0,2;918;103;44;26;303;143;303;158;352;209;0
174771;XY.107197;Ambrosia artemisiifolia L.;10;9,6;31;74,03;26;-4,5;30,5;19,3;1,6;19,3;0,2;922;104;44;26;305;144;305;158;2;231;2
174781;XY.100638;Carpinus betulus L.;10,3;10,2;33;72,93;26,5;-3,9;30,4;17,8;2,2;19,3;0,5;802;103;46;23;257;146;247;166;25;202;1
174791;XY.101221;Carpinus betulus L.;7,8;9,1;30;72,39;23,4;-6,2;29,6;16,9;-0,4;16,9;-1,8;1032;120;51;26;345;164;345;179;297;487;6
174801;XY.101263;Carpinus betulus L.;8;9,1;30;72,64;23,8;-5,9;29,7;17,1;-0,2;17,1;-1,6;1022;117;51;25;337;164;337;181;343;575;8
174811;XY.112062;Carpinus betulus L.;10,3;9;31;70,1;25,9;-2,9;28,8;6,1;2,2;19,1;1,1;1214;133;79;18;381;243;294;280;202;298;5
174821;XY.112070;Carpinus betulus L.;9,9;8,9;30;70,22;25,6;-3,2;28,8;5,8;1,8;18,8;0,8;1228;134;80;18;384;245;300;282;221;391;3
174831;XY.112071;Carpinus betulus L.;9,9;8,9;30;70,22;25,6;-3,2;28,8;5,8;1,8;18,8;0,8;1228;134;80;18;384;245;300;282;59;444;1
174841;XY.112093;Carpinus betulus L.;10;8,9;30;70,18;25,7;-3,1;28,8;5,9;1,9;18,9;0,9;1226;134;80;18;384;245;298;282;209;422;3
174851;XY.112125;Carpinus betulus L.;9,8;8,9;30;70,15;25,5;-3,3;28,8;5,7;1,7;18,7;0,7;1230;134;80;18;384;245;301;282;95;403;3
174861;XY.112138;Carpinus betulus L.;11,4;9,2;31;69,88;27,2;-1,8;29;7,3;6,7;20,3;2,3;1178;132;75;19;375;234;280;273;245;204;4
174871;XY.112152;Carpinus betulus L.;9,9;8,9;30;70,22;25,6;-3,2;28,8;5,8;1,8;18,8;0,8;1228;134;80;18;384;245;300;282;221;391;3
174881;XY.112177;Carpinus betulus L.;9,2;9,2;30;73,93;25,1;-5;30,1;18,5;0,8;18,5;-0,6;982;110;50;23;313;162;313;180;268;356;1
174891;XY.112206;Carpinus betulus L.;10,5;9,5;31;74,64;26,6;-3,9;30,5;19,9;2,1;19,9;0,6;926;103;46;23;293;151;293;168;352;175;0
174901;XY.112225;Carpinus betulus L.;10,1;9,4;31;74,48;26,2;-4,1;30,3;19,4;1,7;19,4;0,3;948;105;48;23;299;156;299;173;213;236;0
174911;XY.112230;Carpinus betulus L.;9,3;9,2;30;73,96;25,2;-4,8;30;18,5;0,9;18,5;-0,5;980;110;50;23;311;162;311;180;312;409;2
174921;XY.112236;Carpinus betulus L.;10,4;9,4;30;75,02;26,5;-3,9;30,4;19,8;1,9;19,8;0,5;941;104;47;23;296;154;296;171;259;226;2
174931;XY.112243;Carpinus betulus L.;9,8;9,2;30;74,71;25,8;-4,5;30,3;19,1;1,3;19,1;-0,1;970;108;49;23;306;160;306;177;244;343;1
174941;XY.112292;Carpinus betulus L.;9,9;8,9;30;70,22;25,6;-3,2;28,8;5,8;1,8;18,8;0,8;1228;134;80;18;384;245;300;282;59;444;1
174951;XY.112337;Carpinus betulus L.;10,6;9;31;70,1;26,2;-2,6;28,8;6,4;2,5;19,4;1,4;1211;134;78;18;382;242;292;280;266;225;5
174961;XY.112342;Carpinus betulus L.;11,4;9,2;31;69,88;27,2;-1,8;29;7,3;6,7;20,3;2,3;1178;132;75;19;375;234;280;273;245;204;4
174971;XY.112351;Carpinus betulus L.;11,4;9,2;31;69,88;27,2;-1,8;29;7,3;6,7;20,3;2,3;1178;132;75;19;375;234;280;273;245;204;4
174981;XY.112370;Carpinus betulus L.;9,9;8,9;30;70,15;25,6;-3,2;28,8;5,8;1,8;18,8;0,8;1231;135;80;18;385;246;300;283;221;391;3
174991;XY.112371;Carpinus betulus L.;9,9;8,9;30;70,15;25,6;-3,2;28,8;5,8;1,8;18,8;0,8;1231;135;80;18;385;246;300;283;221;391;3
175001;XY.112375;Carpinus betulus L.;9,9;8,9;30;70,15;25,6;-3,2;28,8;5,8;1,8;18,8;0,8;1231;135;80;18;385;246;300;283;221;391;3
175011;XY.112416;Carpinus betulus L.;9,3;9,2;30;74,14;25,3;-4,9;30,2;18,6;0,9;18,6;-0,5;982;110;50;23;312;162;312;180;268;356;1
175021;XY.112453;Carpinus betulus L.;9,6;9,2;30;74,25;25,6;-4,6;30,2;18,9;1,2;18,9;-0,2;968;108;49;23;306;159;306;177;312;409;2
175031;XY.112470;Carpinus betulus L.;10,1;9,4;31;74,48;26,2;-4,1;30,3;19,4;1,7;19,4;0,3;948;105;48;23;299;156;299;173;345;261;0
175041;XY.112475;Carpinus betulus L.;10,1;9,4;31;74,48;26,2;-4,1;30,3;19,4;1,7;19,4;0,3;948;105;48;23;299;156;299;173;213;236;0
175051;XY.112480;Carpinus betulus L.;10,1;9,4;31;74,48;26,2;-4,1;30,3;19,4;1,7;19,4;0,3;948;105;48;23;299;156;299;173;213;236;0
175071;XY.112502;Carpinus betulus L.;10;9,3;30;74,61;26,1;-4,2;30,3;19,4;1,5;19,4;0,1;961;107;49;23;303;159;303;176;259;226;2
175081;XY.112515;Carpinus betulus L.;9,5;9,2;30;74,1;25,5;-4,7;30,2;18,8;1,1;18,8;-0,3;973;109;50;23;308;161;308;178;312;409;2
175091;XY.112523;Carpinus betulus L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
175101;XY.112527;Carpinus betulus L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
175111;XY.112530;Carpinus betulus L.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;264;222;6
175121;XY.112543;Carpinus betulus L.;11;9,1;31;70,1;26,7;-2,3;29;6,9;2,9;19,8;1,8;1191;132;76;18;376;237;287;275;264;222;6
175131;XY.112551;Carpinus betulus L.;11,1;9,2;31;70,4;26,9;-2,2;29,1;6,9;3;20;1,9;1190;132;76;19;377;237;286;275;316;214;0
175141;XY.112584;Carpinus betulus L.;11,4;9,2;32;69,12;27;-1,6;28,6;7,3;6,7;20,2;2,4;1198;138;79;20;395;245;266;292;39;211;0
175151;XY.112585;Carpinus betulus L.;11,4;9,2;32;69,12;27;-1,6;28,6;7,3;6,7;20,2;2,4;1198;138;79;20;395;245;266;292;39;211;0
175171;361.243;Ambrosia artemisiifolia L.;10,8;9,5;31;73,95;27;-3,3;30,3;20,1;2,4;20,1;1;962;101;53;19;277;171;277;193;13;146;1
175181;363.121;Ambrosia artemisiifolia L.;10,6;9,8;31;74,2;26,6;-4,1;30,7;19,8;2,1;19,8;0,6;912;100;49;20;275;157;275;178;194;96;0
175191;363.322;Ambrosia artemisiifolia L.;10,5;9,8;31;74,02;26,6;-4,2;30,8;19,8;2,1;19,8;0,6;917;100;50;20;273;160;273;182;113;97;0
175201;0378.3;Ambrosia artemisiifolia L.;11,1;10;32;75,99;27,2;-3,5;30,7;18,8;2,3;20,4;0,9;674;84;41;20;211;130;201;143;161;85;0
175211;0378.3;Ambrosia artemisiifolia L.;11,1;10;32;75,99;27,2;-3,5;30,7;18,8;2,3;20,4;0,9;674;84;41;20;211;130;201;143;161;85;0
175221;0378.4;Ambrosia artemisiifolia L.;11,1;10,1;32;76,49;27,7;-3,5;31,2;18,9;2,3;20,5;0,9;669;83;41;20;208;131;197;144;92;77;0
175231;ZLARIN;Ambrosia artemisiifolia L.;15,3;9,3;34;62,94;30;2,9;27,1;12,2;23,5;23,5;7,5;853;120;41;35;329;132;132;252;304;19;1
175241;ZMAJEVAC;Ambrosia artemisiifolia L.;11;9,9;31;76,51;27,4;-3,6;31;18,7;2,2;20,3;0,7;645;82;39;21;205;123;196;136;142;81;1
