;OznKoord;NazKlase;Bio_1;Bio_2;Bio_3;Bio_4;Bio_5;Bio_6;Bio_7;Bio_8;Bio_9;Bio_10;Bio_11;Bio_12;Bio_13;Bio_14;Bio_15;Bio_16;Bio_17;Bio_18;Bio_19;EKSPOZICIJ;NDM__M_;NAGIB_TERE
155681;XY.105156;Ambrosia artemisiifolia L.;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;NA;NA;NA
155691;XY.105381;Fagus sylvatica L.;10;9,6;31;74,06;26;-4,5;30,5;19,2;1,7;19,2;0,1;905;102;44;26;300;143;300;156;17;226;5
155701;XY.116426;Fagus sylvatica L.;8,6;9,2;30;73,17;24,4;-5,5;29,9;17,7;0,3;17,7;-1,1;987;113;49;25;325;158;325;174;140;279;5
155711;XY.116447;Fagus sylvatica L.;10;9,5;31;74,47;26;-4,4;30,4;19,3;1,6;19,3;0,1;927;104;46;25;302;148;302;164;52;211;0
155721;XY.116679;Fagus sylvatica L.;9,8;9,5;31;74,24;25,8;-4,5;30,3;19,1;1,4;19,1;-9999;934;105;46;25;305;149;305;164;134;231;1
155731;XY.116681;Fagus sylvatica L.;9,8;9,5;31;74,24;25,8;-4,5;30,3;19,1;1,4;19,1;-9999;934;105;46;25;305;149;305;164;134;231;1
155741;XY.116682;Fagus sylvatica L.;9,8;9,4;30;74,32;25,7;-4,7;30,4;19;1,3;19;-0,1;940;106;46;25;307;149;307;165;148;246;0
155751;XY.116683;Fagus sylvatica L.;9,8;9,5;31;74,24;25,8;-4,5;30,3;19,1;1,4;19,1;-9999;934;105;46;25;305;149;305;164;134;231;1
155761;XY.116697;Fagus sylvatica L.;8,4;9,2;30;73,27;24,2;-5,7;29,9;17,6;0,1;17,6;-1,3;993;114;50;25;328;160;328;176;155;552;9
155771;XY.116698;Fagus sylvatica L.;7,5;9;30;72,28;23,1;-6,3;29,4;16,6;-0,7;16,6;-2,1;1033;119;53;24;340;169;340;185;155;552;9
155781;XY.132388;Fagus sylvatica L.;11;9,8;32;74,21;27,2;-3,4;30,6;18,6;2,7;20,2;1;745;96;42;23;242;131;238;149;124;105;0
155791;XY.132452;Ambrosia artemisiifolia L.;11,1;9,8;31;74,14;27,3;-3,4;30,7;18,7;2,9;20,2;1,1;746;96;42;24;242;131;239;149;167;107;0
155801;XY.132492;Ambrosia artemisiifolia L.;11,1;9,8;31;74,55;27,3;-3,4;30,7;18,7;2,8;20,3;1,1;733;95;41;24;239;128;235;146;141;117;0
155811;XY.132499;Fagus sylvatica L.;10,7;9,8;32;73,8;26,8;-3,7;30,5;18,2;2,4;19,7;0,7;771;100;43;24;252;135;247;154;30;193;1
155821;XY.132504;Ambrosia artemisiifolia L.;10,7;9,8;32;73,64;26,8;-3,6;30,4;18,2;2,5;19,7;0,8;778;100;44;24;253;138;248;157;43;198;0
155831;XY.132509;Ambrosia artemisiifolia L.;11,1;9,8;32;73,98;27,3;-3,3;30,6;18,7;2,9;20,2;1,2;749;96;42;24;243;131;239;149;135;103;0
155841;XY.132511;Ambrosia artemisiifolia L.;11,1;9,8;32;74,43;27,3;-3,3;30,6;18,8;2,8;20,2;1,1;738;95;41;24;240;129;236;147;232;103;0
155851;XY.132512;Ambrosia artemisiifolia L.;11,1;9,8;31;74,5;27,3;-3,4;30,7;18,7;2,8;20,3;1,1;738;95;41;24;240;129;236;147;157;105;0
155861;XY.132516;Ambrosia artemisiifolia L.;11,1;9,8;32;74,57;27,3;-3,3;30,6;18,7;2,8;20,3;1,1;738;95;41;24;240;129;236;147;160;113;0
155871;XY.132786;Fagus sylvatica L.;7,3;7,3;28;65,56;21,6;-4,3;25,9;3,9;15,7;15,7;-1,2;1315;156;81;22;446;264;264;343;244;1007;4
155881;XY.132808;Fagus sylvatica L.;10,1;8,6;31;66,88;25,2;-2,2;27,4;6,4;18,6;18,6;1,4;1317;160;76;25;462;251;251;353;265;487;1
155891;XY.132896;Fagus sylvatica L.;10,7;9,5;31;74,05;26,8;-3,6;30,4;20;2,3;20;0,9;998;108;51;22;305;164;305;185;288;227;2
155901;XY.133098;Ambrosia artemisiifolia L.;10,5;9,6;31;74,14;26,5;-3,9;30,4;19,8;2,2;19,8;0,7;914;100;48;21;279;156;279;174;120;106;0
155911;XY.133102;Ambrosia artemisiifolia L.;10,5;9,6;31;74,14;26,5;-3,9;30,4;19,8;2,2;19,8;0,7;914;100;48;21;279;156;279;174;120;106;0
155921;XY.133174;Ambrosia artemisiifolia L.;10,6;9,6;31;74,09;26,5;-3,9;30,4;19,8;2,2;19,8;0,7;912;100;48;21;277;156;277;174;171;103;0
155931;XY.133192;Ambrosia artemisiifolia L.;10,5;9,6;31;74,14;26,5;-3,9;30,4;19,8;2,2;19,8;0,7;914;100;48;21;277;156;277;175;45;104;0
155941;XY.133234;Ambrosia artemisiifolia L.;10,6;9,6;31;73,96;26,5;-3,8;30,3;19,8;2,2;19,8;0,7;915;100;48;21;277;156;277;175;99;105;0
155951;XY.133255;Ambrosia artemisiifolia L.;10,6;9,6;31;74,09;26,5;-3,8;30,3;19,8;2,2;19,8;0,7;918;100;48;21;277;157;277;176;45;107;0
155961;XY.133388;Fagus sylvatica L.;10,1;10;32;73,48;26,3;-4,1;30,4;17,6;1,9;19,2;0,2;781;101;45;23;253;142;243;160;150;218;1
155971;XY.133395;Fagus sylvatica L.;6,8;8,9;31;70,33;22,2;-6,4;28,6;14;-1,1;15,5;-2,5;939;122;55;25;314;166;308;187;166;639;5
155981;XY.110151;Carpinus betulus L.;11;9,9;32;74,15;27,2;-3,4;30,6;18,6;2,8;20,1;1,1;752;97;42;24;244;132;239;151;66;105;0
155991;XY.110379;Carpinus betulus L.;10,1;9,6;31;73,98;26,1;-4,4;30,5;19,3;1,7;19,3;0,2;901;102;46;24;291;147;291;163;244;198;1
156001;XY.110576;Carpinus betulus L.;9,8;9,5;31;74,04;25,7;-4,6;30,3;19;1,4;19;-0,1;918;103;45;25;302;146;302;160;218;266;1
156011;XY.110853;Carpinus betulus L.;9,5;9,5;31;73,75;25,4;-4,9;30,3;18,7;1,2;18,7;-0,4;899;103;46;26;298;145;298;159;128;351;3
156021;XY.111259;Carpinus betulus L.;9,8;9,3;30;74,37;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;963;107;49;23;304;159;304;176;115;302;1
156031;XY.126274;Carpinus betulus L.;9,8;7,1;28;63,74;23,6;-1,5;25,1;10,6;2,4;18,1;1,8;1300;144;86;17;406;264;308;293;32;792;8
156041;XY.126331;Carpinus betulus L.;10,3;7,2;28;63,85;24,2;-1;25,2;11,1;2,9;18,6;2,3;1310;146;87;17;412;269;304;301;167;717;0
156051;XY.126365;Carpinus betulus L.;11,5;6,9;27;63,5;25,1;0,4;24,7;12,4;4,1;19,7;3,6;1263;143;84;18;400;266;282;298;212;492;7
156061;XY.126379;Carpinus betulus L.;10,3;7,2;28;63,85;24,2;-1;25,2;11,1;2,9;18,6;2,3;1310;146;87;17;412;269;304;301;167;717;0
156071;XY.126402;Carpinus betulus L.;9,5;7,1;28;64,07;23,4;-1,8;25,2;10,4;2,1;17,8;1,5;1307;144;86;17;407;265;312;293;122;646;3
156081;XY.104484;Carpinus betulus L.;9,6;9,5;31;73,61;25,5;-4,8;30,3;18,8;1,2;18,8;-0,2;976;110;47;25;319;153;319;170;113;286;0
156091;XY.104663;Carpinus betulus L.;11;8,1;30;66,25;25,8;-1,1;26,9;7,4;5,9;19,5;2,6;1380;158;93;20;452;286;302;339;88;439;4
156101;XY.104710;Carpinus betulus L.;8,4;9,2;30;73,02;24,2;-5,7;29,9;17,5;0,1;17,5;-1,3;1034;118;52;24;337;167;337;184;349;453;11
156111;XY.104711;Carpinus betulus L.;9,1;9,3;30;73,34;24,9;-5,2;30,1;18,2;0,7;18,2;-0,7;1001;113;49;25;326;159;326;176;77;652;4
156121;XY.104970;Carpinus betulus L.;9,2;9,4;31;73,57;25,1;-5,2;30,3;18,4;0,9;18,4;-0,5;964;111;46;27;323;149;323;164;206;330;0
156131;XY.116434;Carpinus betulus L.;8,4;9,2;30;73,27;24,2;-5,7;29,9;17,6;0,1;17,6;-1,3;993;114;50;25;328;160;328;176;170;501;5
156141;XY.116499;Carpinus betulus L.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
156151;XY.116505;Carpinus betulus L.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,3;-0,1;17,3;-1,5;1010;116;51;25;332;164;332;180;181;462;9
156161;XY.116518;Carpinus betulus L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;188;332;6
156171;XY.116532;Carpinus betulus L.;7,8;9;30;72,56;23,4;-6,2;29,6;16,9;-0,5;16,9;-1,8;1023;118;52;25;337;166;337;182;170;501;5
156181;XY.116541;Carpinus betulus L.;9,8;9,5;31;74,34;25,8;-4,5;30,3;19,1;1,4;19,1;-9999;935;105;46;25;305;149;305;165;113;248;0
156191;XY.116542;Carpinus betulus L.;10;9,5;31;74,09;26;-4,5;30,5;19,2;1,6;19,2;0,1;927;104;46;25;302;148;302;164;94;201;0
156201;XY.116543;Carpinus betulus L.;10;9,5;31;74,09;26;-4,5;30,5;19,2;1,6;19,2;0,1;927;104;46;25;302;148;302;164;94;201;0
156211;XY.116545;Carpinus betulus L.;10;9,5;31;74,09;26;-4,5;30,5;19,2;1,6;19,2;0,1;927;104;46;25;302;148;302;164;94;201;0
156221;XY.116553;Carpinus betulus L.;10;9,5;31;74,09;26;-4,5;30,5;19,2;1,6;19,2;0,1;927;104;46;25;302;148;302;164;94;201;0
156231;XY.116593;Carpinus betulus L.;8,9;9,2;30;73,76;24,7;-5,4;30,1;18,1;0,5;18,1;-0,9;975;111;49;25;320;157;320;173;180;403;6
156241;XY.116606;Carpinus betulus L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;188;332;6
156251;XY.116607;Carpinus betulus L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;188;332;6
156261;XY.116613;Carpinus betulus L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;188;332;6
156271;XY.116626;Carpinus betulus L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;182;529;7
156281;XY.116627;Carpinus betulus L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;182;529;7
156291;XY.116648;Carpinus betulus L.;9,1;9,3;30;73,71;24,9;-5,2;30,1;18,3;0,7;18,3;-0,7;972;110;48;25;319;156;319;171;170;501;5
156301;XY.116655;Carpinus betulus L.;8,4;9,2;30;73,27;24,2;-5,7;29,9;17,6;0,1;17,6;-1,3;993;114;50;25;328;160;328;176;170;501;5
156311;XY.116666;Carpinus betulus L.;9,8;9,4;30;74,32;25,7;-4,7;30,4;19;1,3;19;-0,1;940;106;46;25;307;149;307;165;148;246;0
156321;XY.116676;Carpinus betulus L.;9,8;9,4;30;74,32;25,7;-4,7;30,4;19;1,3;19;-0,1;940;106;46;25;307;149;307;165;148;246;0
156331;XY.116677;Carpinus betulus L.;9,8;9,4;30;74,32;25,7;-4,7;30,4;19;1,3;19;-0,1;940;106;46;25;307;149;307;165;148;246;0
156341;XY.116678;Carpinus betulus L.;9,8;9,5;31;74,24;25,8;-4,5;30,3;19,1;1,4;19,1;-9999;934;105;46;25;305;149;305;164;134;231;1
156351;XY.116682;Carpinus betulus L.;9,8;9,4;30;74,32;25,7;-4,7;30,4;19;1,3;19;-0,1;940;106;46;25;307;149;307;165;148;246;0
156361;XY.116684;Carpinus betulus L.;9,8;9,4;30;74,32;25,7;-4,7;30,4;19;1,3;19;-0,1;940;106;46;25;307;149;307;165;148;246;0
156371;XY.116685;Carpinus betulus L.;9,8;9,4;30;74,32;25,7;-4,7;30,4;19;1,3;19;-0,1;940;106;46;25;307;149;307;165;148;246;0
156381;XY.113376;Quercus petraea (Mattuschka) Liebl.;9,9;9,3;30;74,68;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;956;107;48;23;304;156;304;173;345;228;3
156391;XY.113384;Quercus petraea (Mattuschka) Liebl.;9,9;9,3;30;74,68;25,9;-4,4;30,3;19,2;1,4;19,2;-9999;956;107;48;23;304;156;304;173;331;321;1
156401;XY.113390;Quercus petraea (Mattuschka) Liebl.;9,8;9,3;30;74,37;25,9;-4,4;30,3;19,1;1,4;19,1;-9999;956;107;48;23;304;156;304;173;309;271;1
156411;XY.113391;Quercus petraea (Mattuschka) Liebl.;9,8;9,2;30;74,71;25,8;-4,5;30,3;19,1;1,3;19,1;-0,1;970;108;49;23;306;160;306;177;262;251;1
156421;XY.113413;Fraxinus ornus L.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;266;424;4
156431;XY.113413;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;266;424;4
156441;XY.113414;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;346;453;2
156451;XY.113416;Quercus petraea (Mattuschka) Liebl.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;346;453;2
156461;XY.110065;Fraxinus ornus L.;9,6;9,2;30;74,42;25,7;-4,5;30,2;19;1,2;19;-0,2;971;108;50;22;304;162;304;180;78;280;1
156471;XY.110081;Quercus petraea (Mattuschka) Liebl.;7,5;9,2;31;70,57;23,2;-5,9;29,1;14,7;-0,4;16,4;-1,8;977;121;58;22;315;176;309;200;144;790;7
156481;XY.110082;Fraxinus ornus L.;7,5;9,2;31;70,79;23,2;-5,9;29,1;14,8;-0,4;16,4;-1,8;974;121;57;22;315;175;308;199;145;666;7
156491;XY.110083;Fraxinus ornus L.;7,5;9,2;31;70,79;23,2;-5,9;29,1;14,8;-0,4;16,4;-1,8;974;121;57;22;315;175;308;199;134;500;4
156501;XY.110083;Quercus petraea (Mattuschka) Liebl.;7,5;9,2;31;70,79;23,2;-5,9;29,1;14,8;-0,4;16,4;-1,8;974;121;57;22;315;175;308;199;134;500;4
156511;XY.110095;Fraxinus ornus L.;8,3;9,5;32;70,88;24,2;-5,3;29,5;15,6;0,4;17,2;-1,1;948;118;56;22;306;170;300;193;101;497;4
156521;XY.110095;Quercus petraea (Mattuschka) Liebl.;8,3;9,5;32;70,88;24,2;-5,3;29,5;15,6;0,4;17,2;-1,1;948;118;56;22;306;170;300;193;101;497;4
156531;XY.110101;Fraxinus ornus L.;8,1;9,4;31;70,8;24;-5,4;29,4;15,4;0,2;17;-1,3;950;119;56;22;307;170;301;193;194;551;5
156541;XY.126204;Fraxinus ornus L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;52;847;9
156551;XY.126251;Fraxinus ornus L.;9,5;7,1;28;64,07;23,4;-1,8;25,2;10,4;2,1;17,8;1,5;1307;144;86;17;407;265;312;293;NA;NA;NA
156561;XY.126262;Fraxinus ornus L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;46;658;7
156571;XY.126266;Fraxinus ornus L.;13,1;6,7;27;63,03;26,6;2,2;24,4;13,9;5,8;21,3;5,3;1191;137;76;19;381;253;261;284;332;253;2
156581;XY.126267;Fraxinus ornus L.;12,9;6,8;27;62,81;26,3;2;24,3;13,7;5,6;21;5,1;1203;138;77;18;384;256;264;287;280;339;0
156591;XY.126274;Fraxinus ornus L.;9,8;7,1;28;63,74;23,6;-1,5;25,1;10,6;2,4;18,1;1,8;1300;144;86;17;406;264;308;293;32;792;8
156601;XY.126293;Fraxinus ornus L.;11,5;6,9;27;63,5;25,1;0,4;24,7;12,4;4,1;19,7;3,6;1263;143;84;18;400;266;282;298;235;433;7
156611;XY.126320;Fraxinus ornus L.;12,2;6,8;27;63,4;25,7;1,1;24,6;13,1;4,8;20,4;4,3;1233;140;81;18;391;260;276;290;231;336;5
156621;XY.126323;Fraxinus ornus L.;9,7;7,1;28;63,87;23,6;-1,6;25,2;10,5;2,3;18;1,7;1309;145;87;17;409;267;309;296;218;696;2
156631;XY.126327;Fraxinus ornus L.;10,4;6,9;27;63,37;24;-0,7;24,7;11,3;3;18,6;2,5;1281;144;86;17;403;266;294;296;212;492;7
156641;XY.126354;Fraxinus ornus L.;10,5;7,1;28;63,85;24,4;-0,7;25,1;11,4;3,2;18,8;2,6;1299;144;86;17;408;266;303;297;164;751;3
156651;XY.126355;Fraxinus ornus L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;46;658;7
156661;XY.126397;Fraxinus ornus L.;13,1;6,8;27;63;26,5;2,1;24,4;13,9;5,7;21,2;5,3;1209;138;77;19;386;258;264;291;249;286;5
156671;XY.126403;Fraxinus ornus L.;12,2;6,8;27;63,4;25,7;1,1;24,6;13,1;4,8;20,4;4,3;1233;140;81;18;391;260;276;290;231;336;5
156681;XY.126417;Fraxinus ornus L.;13,4;6,8;27;62,92;26,9;2,5;24,4;14,3;6,1;21,6;5,7;1189;137;75;19;381;254;258;286;331;222;1
156691;XY.104563;Fraxinus ornus L.;15,8;7,9;31;62,08;30;4,6;25,4;9,7;24;24;8,3;860;115;35;33;315;129;129;274;12;194;4
156701;XY.104629;Fraxinus ornus L.;13,9;7,5;29;62,84;28;2,9;25,1;10,8;22,1;22,1;6,2;916;122;40;32;332;145;145;288;46;363;2
156711;XY.104682;Fraxinus ornus L.;13,2;7,4;29;62,36;27,2;2,3;24,9;7,1;21,4;21,4;5,6;953;128;42;32;347;150;150;302;176;196;9
156721;XY.104686;Fraxinus ornus L.;15,4;7,8;31;61,4;29,3;4,4;24,9;9,3;23,4;23,4;7,9;882;118;35;34;326;130;130;286;202;140;10
156731;XY.104687;Fraxinus ornus L.;12,3;7,3;29;62,72;26,2;1,4;24,8;9,1;20,5;20,5;4,6;974;131;45;31;353;159;159;305;176;196;9
156741;XY.104709;Quercus petraea (Mattuschka) Liebl.;8,4;9,2;30;73,02;24,2;-5,7;29,9;17,5;0,1;17,5;-1,3;1034;118;52;24;337;167;337;184;12;421;10
156751;XY.104716;Fraxinus ornus L.;12,7;7,3;29;62,74;26,7;1,8;24,9;9,6;21;21;5,1;946;127;44;32;343;155;155;295;2;399;6
156761;XY.104720;Fraxinus ornus L.;12,6;7,3;29;62,76;26,5;1,6;24,9;9,5;20,8;20,8;4,9;957;129;44;32;348;156;156;299;11;538;4
156771;XY.104760;Fraxinus ornus L.;14,7;7,5;30;61,82;28,5;3,8;24,7;8,6;22,8;22,8;7,1;881;117;37;33;322;135;135;281;185;19;9
156781;XY.104809;Fraxinus ornus L.;12,3;7,3;29;62,59;26,1;1,4;24,7;9,1;20,5;20,5;4,6;968;130;45;31;351;159;159;302;14;617;3
156791;XY.104888;Quercus petraea (Mattuschka) Liebl.;8,8;9,3;31;73,38;24,6;-5,4;30;18;0,5;18;-0,9;969;111;48;26;321;154;321;170;42;433;6
156801;XY.104888;Fraxinus ornus L.;8,8;9,3;31;73,38;24,6;-5,4;30;18;0,5;18;-0,9;969;111;48;26;321;154;321;170;42;433;6
156811;XY.104894;Fraxinus ornus L.;15,5;7,6;30;60,86;29,3;4,6;24,7;9,6;23,5;23,5;8,2;832;110;34;33;304;125;125;265;240;84;4
156821;XY.104916;Fraxinus ornus L.;13,5;7,5;30;62,54;27,4;2,5;24,9;7,3;21,7;21,7;5,8;952;128;41;33;347;149;149;302;74;475;2
156831;XY.104949;Fraxinus ornus L.;9,1;9,4;31;73,45;25;-5,2;30,2;18,3;0,8;18,3;-0,6;970;111;47;26;323;152;323;167;19;345;4
156841;XY.104949;Quercus petraea (Mattuschka) Liebl.;9,1;9,4;31;73,45;25;-5,2;30,2;18,3;0,8;18,3;-0,6;970;111;47;26;323;152;323;167;19;345;4
156851;XY.104970;Quercus petraea (Mattuschka) Liebl.;9,2;9,4;31;73,57;25,1;-5,2;30,3;18,4;0,9;18,4;-0,5;964;111;46;27;323;149;323;164;206;330;0
156861;XY.104970;Fraxinus ornus L.;9,2;9,4;31;73,57;25,1;-5,2;30,3;18,4;0,9;18,4;-0,5;964;111;46;27;323;149;323;164;206;330;0
156871;XY.105180;Fraxinus ornus L.;8,1;9,1;30;72,88;23,8;-5,9;29,7;17,2;-0,2;17,2;-1,6;1015;116;51;25;334;164;334;180;196;750;10
156881;0061.414;Quercus petraea (Mattuschka) Liebl.;9,4;9,1;30;73,9;25,4;-4,6;30;18,6;1;18,6;-0,4;1016;112;53;22;314;171;314;191;339;494;8
156891;0061.414;Fraxinus ornus L.;9,4;9,1;30;73,9;25,4;-4,6;30;18,6;1;18,6;-0,4;1016;112;53;22;314;171;314;191;339;494;8
156901;0061.421;Quercus petraea (Mattuschka) Liebl.;9,6;9,1;30;74,39;25,7;-4,5;30,2;18,9;1,1;18,9;-0,2;999;110;52;22;310;168;310;187;317;433;5
156911;0061.421;Quercus petraea (Mattuschka) Liebl.;9,6;9,1;30;74,39;25,7;-4,5;30,2;18,9;1,1;18,9;-0,2;999;110;52;22;310;168;310;187;317;433;5
156921;0061.421;Fraxinus ornus L.;9,6;9,1;30;74,39;25,7;-4,5;30,2;18,9;1,1;18,9;-0,2;999;110;52;22;310;168;310;187;317;433;5
156931;0061.421;Quercus petraea (Mattuschka) Liebl.;9,6;9,1;30;74,39;25,7;-4,5;30,2;18,9;1,1;18,9;-0,2;999;110;52;22;310;168;310;187;317;433;5
156941;0061.421;Quercus petraea (Mattuschka) Liebl.;9,6;9,1;30;74,39;25,7;-4,5;30,2;18,9;1,1;18,9;-0,2;999;110;52;22;310;168;310;187;317;433;5
156951;0061.421;Quercus petraea (Mattuschka) Liebl.;9,6;9,1;30;74,39;25,7;-4,5;30,2;18,9;1,1;18,9;-0,2;999;110;52;22;310;168;310;187;317;433;5
156961;0061.421;Fraxinus ornus L.;9,6;9,1;30;74,39;25,7;-4,5;30,2;18,9;1,1;18,9;-0,2;999;110;52;22;310;168;310;187;317;433;5
156971;0061.421;Fraxinus ornus L.;9,6;9,1;30;74,39;25,7;-4,5;30,2;18,9;1,1;18,9;-0,2;999;110;52;22;310;168;310;187;317;433;5
156981;0061.421;Quercus petraea (Mattuschka) Liebl.;9,6;9,1;30;74,39;25,7;-4,5;30,2;18,9;1,1;18,9;-0,2;999;110;52;22;310;168;310;187;317;433;5
156991;0062.132;Quercus petraea (Mattuschka) Liebl.;10,1;9,3;30;74,35;26,2;-4,1;30,3;19,4;1,7;19,4;0,3;954;106;48;23;300;157;300;175;310;234;1
157001;0062.133;Fraxinus ornus L.;9,1;9,1;30;73,69;25;-4,9;29,9;18,3;0,7;18,3;-0,7;1014;112;53;22;317;170;317;189;348;493;6
157011;0062.133;Quercus petraea (Mattuschka) Liebl.;9,1;9,1;30;73,69;25;-4,9;29,9;18,3;0,7;18,3;-0,7;1014;112;53;22;317;170;317;189;348;493;6
157021;XY.132360;Carpinus betulus L.;11,1;9,8;32;74,57;27,3;-3,3;30,6;18,7;2,8;20,3;1,1;738;95;41;24;240;129;236;147;160;113;0
157031;XY.132361;Carpinus betulus L.;11,1;9,8;32;74,57;27,3;-3,3;30,6;18,7;2,8;20,3;1,1;738;95;41;24;240;129;236;147;160;113;0
157041;XY.132369;Carpinus betulus L.;11,1;9,8;31;74,57;27,3;-3,4;30,7;18,8;2,8;20,3;1,1;740;95;41;24;240;130;236;149;290;102;0
157051;XY.132372;Carpinus betulus L.;11;9,8;32;74,21;27,2;-3,4;30,6;18,6;2,7;20,2;1;745;96;42;23;242;131;238;149;124;105;0
157061;XY.132388;Carpinus betulus L.;11;9,8;32;74,21;27,2;-3,4;30,6;18,6;2,7;20,2;1;745;96;42;23;242;131;238;149;124;105;0
157071;XY.132389;Carpinus betulus L.;11;9,8;31;74,41;27,2;-3,5;30,7;18,6;2,7;20,2;1;743;96;42;24;242;131;238;149;177;116;0
157081;XY.132394;Carpinus betulus L.;11;9,8;31;74,41;27,2;-3,5;30,7;18,6;2,7;20,2;1;743;96;42;24;242;131;238;149;290;102;0
157091;XY.132426;Carpinus betulus L.;11,1;9,8;32;74,57;27,3;-3,3;30,6;18,7;2,8;20,3;1,1;738;95;41;24;240;129;236;147;160;113;0
157101;XY.132449;Carpinus betulus L.;10,7;9,8;32;73,64;26,8;-3,6;30,4;18,2;2,5;19,7;0,8;778;100;44;24;253;138;248;157;142;168;1
157111;XY.132499;Carpinus betulus L.;10,7;9,8;32;73,8;26,8;-3,7;30,5;18,2;2,4;19,7;0,7;771;100;43;24;252;135;247;154;30;193;1
157121;XY.113533;Carpinus betulus L.;9,3;9,2;30;74,14;25,3;-4,9;30,2;18,6;0,9;18,6;-0,5;982;110;50;23;312;162;312;180;280;295;2
157131;XY.113545;Carpinus betulus L.;9,3;9,2;30;74,14;25,3;-4,9;30,2;18,6;0,9;18,6;-0,5;982;110;50;23;312;162;312;180;291;325;1
157141;XY.104108;Carpinus betulus L.;11,4;10,5;33;74,48;28;-3;31;18,9;3;20,6;1,4;768;93;46;19;243;150;229;170;284;97;0
157151;XY.104123;Carpinus betulus L.;11,4;10,5;33;74,44;28,1;-2,8;30,9;18,9;3;20,6;1,5;734;90;44;20;234;144;220;164;45;93;0
157161;XY.104124;Carpinus betulus L.;11,4;10,4;33;74,5;28,1;-2,8;30,9;18,9;3;20,6;1,5;745;91;45;19;237;146;223;166;243;89;0
157171;XY.104128;Carpinus betulus L.;11,3;10,5;33;75,92;28,2;-3,3;31,5;19;2,7;20,7;1,2;736;90;45;19;232;145;218;162;327;76;0
157181;XY.104129;Carpinus betulus L.;11,4;10,5;33;75,18;28,2;-3,1;31,3;19;2,8;20,6;1,3;745;91;45;19;236;146;222;165;307;91;0
157191;XY.104137;Carpinus betulus L.;11,4;10,4;33;75,06;28,1;-3;31,1;18,9;2,8;20,6;1,3;735;90;44;19;233;144;219;164;42;83;0
157201;XY.104141;Carpinus betulus L.;11,3;10,4;33;75,23;28,1;-3;31,1;18,9;2,8;20,6;1,3;729;89;44;20;231;143;217;162;323;91;0
157211;XY.104144;Carpinus betulus L.;11,4;10,4;33;74,29;28,1;-2,8;30,9;18,9;3;20,6;1,5;741;90;44;20;236;145;222;166;261;90;0
157221;XY.104146;Carpinus betulus L.;11,4;10,4;33;74,48;28,1;-2,8;30,9;18,9;3;20,6;1,5;738;90;44;20;236;144;222;164;225;90;0
157231;XY.104149;Carpinus betulus L.;11,4;10,5;33;75,42;28,2;-3,1;31,3;19,1;2,8;20,7;1,3;740;90;45;19;233;145;220;163;22;85;0
157241;XY.104157;Carpinus betulus L.;11,3;10,4;33;75,89;28,2;-3,2;31,4;19;2,6;20,6;1,2;744;91;45;19;234;146;220;164;79;91;0
157251;XY.104183;Carpinus betulus L.;8,6;9,2;30;73,44;24,4;-5,6;30;17,8;0,3;17,8;-1,1;982;112;49;25;324;157;324;173;22;427;11
157261;XY.104239;Carpinus betulus L.;9;9,3;30;73,68;24,8;-5,3;30,1;18,2;0,6;18,2;-0,8;966;110;48;26;320;154;320;169;20;412;6
157271;XY.104262;Carpinus betulus L.;8,5;9,2;30;73,29;24,3;-5,6;29,9;17,7;0,2;17,7;-1,1;1023;116;51;25;333;164;333;181;167;462;7
